pair_idx,sample_size,k_true,k_fit,run,true_distance,estimated_distance,absolute_error,relative_error,dimension,em_method
3,100,2,2,4,33.69803237915039,32.24614334106445,1.4518890380859375,0.04308527708053589,2,one_step_cache
3,500,2,2,0,33.69803237915039,37.42474365234375,3.7267112731933594,0.110591359436512,2,one_step_cache
3,500,2,2,1,33.69803237915039,35.414222717285156,1.7161903381347656,0.0509285032749176,2,one_step_cache
3,500,2,2,2,33.69803237915039,34.419551849365234,0.7215194702148438,0.02141132391989231,2,one_step_cache
3,500,2,2,3,33.69803237915039,34.13397979736328,0.4359474182128906,0.012936880812048912,2,one_step_cache
3,500,2,2,4,33.69803237915039,35.3538932800293,1.6558609008789062,0.049138206988573074,2,one_step_cache
3,1000,2,2,0,33.69803237915039,35.584197998046875,1.8861656188964844,0.05597257241606712,2,one_step_cache
3,1000,2,2,1,33.69803237915039,37.037620544433594,3.339588165283203,0.09910336136817932,2,one_step_cache
3,1000,2,2,2,33.69803237915039,34.90150451660156,1.2034721374511719,0.035713423043489456,2,one_step_cache
3,1000,2,2,3,33.69803237915039,34.737457275390625,1.0394248962402344,0.030845269560813904,2,one_step_cache
3,1000,2,2,4,33.69803237915039,36.858489990234375,3.1604576110839844,0.09378760308027267,2,one_step_cache
3,5000,2,2,0,33.69803237915039,35.36824417114258,1.6702117919921875,0.04956407472491264,2,one_step_cache
3,5000,2,2,1,33.69803237915039,34.07683563232422,0.3788032531738281,0.011241109110414982,2,one_step_cache
3,5000,2,2,2,33.69803237915039,34.316505432128906,0.6184730529785156,0.018353387713432312,2,one_step_cache
3,5000,2,2,3,33.69803237915039,35.267601013183594,1.5695686340332031,0.04657745733857155,2,one_step_cache
3,5000,2,2,4,33.69803237915039,35.002750396728516,1.304718017578125,0.038717929273843765,2,one_step_cache
3,10000,2,2,0,33.69803237915039,35.85950469970703,2.1614723205566406,0.0641423910856247,2,one_step_cache
3,10000,2,2,1,33.69803237915039,35.72959899902344,2.031566619873047,0.06028739735484123,2,one_step_cache
3,10000,2,2,2,33.69803237915039,34.22079849243164,0.52276611328125,0.015513253398239613,2,one_step_cache
3,10000,2,2,3,33.69803237915039,35.660179138183594,1.9621467590332031,0.05822733789682388,2,one_step_cache
3,10000,2,2,4,33.69803237915039,35.02739334106445,1.3293609619140625,0.039449214935302734,2,one_step_cache
4,50,2,2,0,206.35247802734375,211.9283447265625,5.57586669921875,0.027021080255508423,2,one_step_cache
4,50,2,2,1,206.35247802734375,206.30056762695312,0.051910400390625,0.0002515618107281625,2,one_step_cache
4,50,2,2,2,206.35247802734375,209.71957397460938,3.367095947265625,0.016317205503582954,2,one_step_cache
4,50,2,2,3,206.35247802734375,208.05563354492188,1.703155517578125,0.00825362280011177,2,one_step_cache
4,50,2,2,4,206.35247802734375,191.01004028320312,15.342437744140625,0.07435063272714615,2,one_step_cache
4,100,2,2,0,206.35247802734375,211.94374084472656,5.5912628173828125,0.027095690369606018,2,one_step_cache
4,100,2,2,1,206.35247802734375,209.2130584716797,2.8605804443359375,0.013862593099474907,2,one_step_cache
4,100,2,2,2,206.35247802734375,208.60311889648438,2.250640869140625,0.010906779207289219,2,one_step_cache
4,100,2,2,3,206.35247802734375,201.16015625,5.19232177734375,0.025162391364574432,2,one_step_cache
4,100,2,2,4,206.35247802734375,204.81906127929688,1.533416748046875,0.007431055419147015,2,one_step_cache
4,500,2,2,0,206.35247802734375,202.3361053466797,4.0163726806640625,0.01946365088224411,2,one_step_cache
4,500,2,2,1,206.35247802734375,201.5554656982422,4.7970123291015625,0.02324669063091278,2,one_step_cache
4,500,2,2,2,206.35247802734375,209.8334503173828,3.4809722900390625,0.016869060695171356,2,one_step_cache
4,500,2,2,3,206.35247802734375,205.72186279296875,0.630615234375,0.0030560099985450506,2,one_step_cache
4,500,2,2,4,206.35247802734375,209.75938415527344,3.4069061279296875,0.01651012897491455,2,one_step_cache
4,1000,2,2,0,206.35247802734375,206.0882110595703,0.2642669677734375,0.0012806580634787679,2,one_step_cache
4,1000,2,2,1,206.35247802734375,206.49398803710938,0.141510009765625,0.000685768376570195,2,one_step_cache
4,1000,2,2,2,206.35247802734375,207.74838256835938,1.395904541015625,0.006764661055058241,2,one_step_cache
4,1000,2,2,3,206.35247802734375,208.65704345703125,2.3045654296875,0.0111681018024683,2,one_step_cache
4,1000,2,2,4,206.35247802734375,205.0012664794922,1.3512115478515625,0.006548075005412102,2,one_step_cache
4,5000,2,2,0,206.35247802734375,207.4307098388672,1.0782318115234375,0.005225194618105888,2,one_step_cache
4,5000,2,2,1,206.35247802734375,206.8933868408203,0.5409088134765625,0.0026212858501821756,2,one_step_cache
4,5000,2,2,2,206.35247802734375,205.7431640625,0.60931396484375,0.0029527824372053146,2,one_step_cache
4,5000,2,2,3,206.35247802734375,206.02430725097656,0.3281707763671875,0.0015903408639132977,2,one_step_cache
4,5000,2,2,4,206.35247802734375,206.40257263183594,0.0500946044921875,0.00024276231124531478,2,one_step_cache
4,10000,2,2,0,206.35247802734375,206.3570098876953,0.0045318603515625,2.1961745005683042e-05,2,one_step_cache
4,10000,2,2,1,206.35247802734375,206.2133331298828,0.1391448974609375,0.0006743068806827068,2,one_step_cache
4,10000,2,2,2,206.35247802734375,205.43836975097656,0.9141082763671875,0.004429839085787535,2,one_step_cache
4,10000,2,2,3,206.35247802734375,206.5613250732422,0.2088470458984375,0.0010120888473466039,2,one_step_cache
4,10000,2,2,4,206.35247802734375,206.39736938476562,0.044891357421875,0.00021754697081632912,2,one_step_cache
5,50,2,2,0,133.10589599609375,124.37823486328125,8.7276611328125,0.06556930392980576,2,one_step_cache
5,50,2,2,1,133.10589599609375,134.5589141845703,1.4530181884765625,0.01091625727713108,2,one_step_cache
5,50,2,2,2,133.10589599609375,123.82098388671875,9.284912109375,0.06975582987070084,2,one_step_cache
5,50,2,2,3,133.10589599609375,121.56419372558594,11.541702270507812,0.08671067655086517,2,one_step_cache
5,50,2,2,4,133.10589599609375,137.2615966796875,4.15570068359375,0.03122101165354252,2,one_step_cache
5,100,2,2,0,133.10589599609375,139.28038024902344,6.1744842529296875,0.04638775810599327,2,one_step_cache
5,100,2,2,1,133.10589599609375,121.56834411621094,11.537551879882812,0.08667949587106705,2,one_step_cache
5,100,2,2,2,133.10589599609375,149.48350524902344,16.377609252929688,0.12304195016622543,2,one_step_cache
5,100,2,2,3,133.10589599609375,132.48695373535156,0.6189422607421875,0.0046499986201524734,2,one_step_cache
5,100,2,2,4,133.10589599609375,132.54647827148438,0.559417724609375,0.004202802199870348,2,one_step_cache
5,500,2,2,0,133.10589599609375,131.77593994140625,1.3299560546875,0.009991713799536228,2,one_step_cache
5,500,2,2,1,133.10589599609375,135.92425537109375,2.818359375,0.021173812448978424,2,one_step_cache
5,500,2,2,2,133.10589599609375,133.73512268066406,0.6292266845703125,0.004727263934910297,2,one_step_cache
5,500,2,2,3,133.10589599609375,135.6561737060547,2.5502777099609375,0.019159765914082527,2,one_step_cache
5,500,2,2,4,133.10589599609375,133.00596618652344,0.0999298095703125,0.0007507542031817138,2,one_step_cache
5,1000,2,2,0,133.10589599609375,138.5704803466797,5.4645843505859375,0.041054412722587585,2,one_step_cache
5,1000,2,2,1,133.10589599609375,136.29168701171875,3.185791015625,0.0239342600107193,2,one_step_cache
5,1000,2,2,2,133.10589599609375,130.11843872070312,2.987457275390625,0.022444214671850204,2,one_step_cache
5,1000,2,2,3,133.10589599609375,132.20962524414062,0.896270751953125,0.006733516696840525,2,one_step_cache
5,1000,2,2,4,133.10589599609375,129.92222595214844,3.1836700439453125,0.02391832508146763,2,one_step_cache
5,5000,2,2,0,133.10589599609375,132.8445587158203,0.2613372802734375,0.0019633786287158728,2,one_step_cache
5,5000,2,2,1,133.10589599609375,133.57704162597656,0.4711456298828125,0.0035396299790591,2,one_step_cache
5,5000,2,2,2,133.10589599609375,132.98130798339844,0.1245880126953125,0.000936006719712168,2,one_step_cache
5,5000,2,2,3,133.10589599609375,132.5264434814453,0.5794525146484375,0.004353319760411978,2,one_step_cache
5,5000,2,2,4,133.10589599609375,133.173583984375,0.06768798828125,0.0005085273296572268,2,one_step_cache
5,10000,2,2,0,133.10589599609375,134.05673217773438,0.950836181640625,0.0071434564888477325,2,one_step_cache
5,10000,2,2,1,133.10589599609375,131.5943145751953,1.5115814208984375,0.01135623175650835,2,one_step_cache
5,10000,2,2,2,133.10589599609375,132.76072692871094,0.3451690673828125,0.0025931913405656815,2,one_step_cache
5,10000,2,2,3,133.10589599609375,132.76820373535156,0.3376922607421875,0.0025370195508003235,2,one_step_cache
5,10000,2,2,4,133.10589599609375,132.87831115722656,0.2275848388671875,0.0017098028911277652,2,one_step_cache
6,50,2,2,0,206.4638214111328,208.09609985351562,1.6322784423828125,0.00790588092058897,2,one_step_cache
6,50,2,2,1,206.4638214111328,208.2760467529297,1.812225341796875,0.008777447044849396,2,one_step_cache
6,50,2,2,2,206.4638214111328,198.24209594726562,8.221725463867188,0.03982162848114967,2,one_step_cache
6,50,2,2,3,206.4638214111328,210.41583251953125,3.9520111083984375,0.0191414225846529,2,one_step_cache
6,50,2,2,4,206.4638214111328,209.99343872070312,3.5296173095703125,0.017095573246479034,2,one_step_cache
6,100,2,2,0,206.4638214111328,213.37843322753906,6.91461181640625,0.03349066898226738,2,one_step_cache
6,100,2,2,1,206.4638214111328,206.40719604492188,0.0566253662109375,0.0002742628857959062,2,one_step_cache
6,100,2,2,2,206.4638214111328,194.8072509765625,11.656570434570312,0.05645817518234253,2,one_step_cache
6,100,2,2,3,206.4638214111328,195.64207458496094,10.821746826171875,0.05241473764181137,2,one_step_cache
6,100,2,2,4,206.4638214111328,206.43199157714844,0.031829833984375,0.00015416664246004075,2,one_step_cache
6,500,2,2,0,206.4638214111328,212.46044921875,5.9966278076171875,0.02904444932937622,2,one_step_cache
6,500,2,2,1,206.4638214111328,204.5789337158203,1.8848876953125,0.009129384532570839,2,one_step_cache
6,500,2,2,2,206.4638214111328,211.39256286621094,4.928741455078125,0.02387217991054058,2,one_step_cache
6,500,2,2,3,206.4638214111328,202.90150451660156,3.56231689453125,0.017253952100872993,2,one_step_cache
6,500,2,2,4,206.4638214111328,204.21307373046875,2.2507476806640625,0.010901414789259434,2,one_step_cache
6,1000,2,2,0,206.4638214111328,208.6519317626953,2.1881103515625,0.010598032735288143,2,one_step_cache
6,1000,2,2,1,206.4638214111328,206.11862182617188,0.3451995849609375,0.0016719616251066327,2,one_step_cache
6,1000,2,2,2,206.4638214111328,206.6584014892578,0.194580078125,0.0009424415184184909,2,one_step_cache
6,1000,2,2,3,206.4638214111328,205.5771026611328,0.88671875,0.004294789861887693,2,one_step_cache
6,1000,2,2,4,206.4638214111328,207.1109619140625,0.6471405029296875,0.0031344015151262283,2,one_step_cache
6,5000,2,2,0,206.4638214111328,206.3739776611328,0.08984375,0.00043515494326129556,2,one_step_cache
6,5000,2,2,1,206.4638214111328,205.010986328125,1.4528350830078125,0.0070367539301514626,2,one_step_cache
6,5000,2,2,2,206.4638214111328,207.08714294433594,0.623321533203125,0.003019035095348954,2,one_step_cache
6,5000,2,2,3,206.4638214111328,205.56915283203125,0.8946685791015625,0.004333294462412596,2,one_step_cache
6,5000,2,2,4,206.4638214111328,206.09393310546875,0.3698883056640625,0.0017915405333042145,2,one_step_cache
6,10000,2,2,0,206.4638214111328,206.60357666015625,0.1397552490234375,0.0006768994498997927,2,one_step_cache
6,10000,2,2,1,206.4638214111328,206.78414916992188,0.3203277587890625,0.0015514958649873734,2,one_step_cache
6,10000,2,2,2,206.4638214111328,206.4469757080078,0.016845703125,8.159154822351411e-05,2,one_step_cache
6,10000,2,2,3,206.4638214111328,206.85159301757812,0.3877716064453125,0.001878157607279718,2,one_step_cache
6,10000,2,2,4,206.4638214111328,205.58642578125,0.8773956298828125,0.004249633755534887,2,one_step_cache
7,50,2,2,0,133.4436798095703,150.07081604003906,16.62713623046875,0.12460040301084518,2,one_step_cache
7,50,2,2,1,133.4436798095703,130.24537658691406,3.19830322265625,0.02396743930876255,2,one_step_cache
7,50,2,2,2,133.4436798095703,149.78111267089844,16.337432861328125,0.12242942303419113,2,one_step_cache
7,50,2,2,3,133.4436798095703,142.70997619628906,9.26629638671875,0.06943975389003754,2,one_step_cache
7,50,2,2,4,133.4436798095703,130.414794921875,3.0288848876953125,0.022697851061820984,2,one_step_cache
7,100,2,2,0,133.4436798095703,141.7816162109375,8.337936401367188,0.0624828115105629,2,one_step_cache
7,100,2,2,1,133.4436798095703,155.873291015625,22.429611206054688,0.16808298230171204,2,one_step_cache
7,100,2,2,2,133.4436798095703,127.90921783447266,5.534461975097656,0.04147414118051529,2,one_step_cache
7,100,2,2,3,133.4436798095703,131.9903564453125,1.4533233642578125,0.010890912264585495,2,one_step_cache
7,100,2,2,4,133.4436798095703,141.81930541992188,8.375625610351562,0.06276524811983109,2,one_step_cache
7,500,2,2,0,133.4436798095703,138.88037109375,5.4366912841796875,0.040741465985774994,2,one_step_cache
7,500,2,2,1,133.4436798095703,129.21067810058594,4.233001708984375,0.03172126039862633,2,one_step_cache
7,500,2,2,2,133.4436798095703,134.2996826171875,0.8560028076171875,0.006414712406694889,2,one_step_cache
7,500,2,2,3,133.4436798095703,141.35252380371094,7.908843994140625,0.059267278760671616,2,one_step_cache
7,500,2,2,4,133.4436798095703,137.66436767578125,4.2206878662109375,0.03162898123264313,2,one_step_cache
7,1000,2,2,0,133.4436798095703,134.60427856445312,1.1605987548828125,0.008697292767465115,2,one_step_cache
7,1000,2,2,1,133.4436798095703,133.8722381591797,0.428558349609375,0.00321152969263494,2,one_step_cache
7,1000,2,2,2,133.4436798095703,132.30517578125,1.1385040283203125,0.008531719446182251,2,one_step_cache
7,1000,2,2,3,133.4436798095703,132.88465881347656,0.55902099609375,0.0041891904547810555,2,one_step_cache
7,1000,2,2,4,133.4436798095703,133.8776092529297,0.433929443359375,0.003251779591664672,2,one_step_cache
7,5000,2,2,0,133.4436798095703,136.60643005371094,3.162750244140625,0.023701012134552002,2,one_step_cache
7,5000,2,2,1,133.4436798095703,132.9344482421875,0.5092315673828125,0.0038160786498337984,2,one_step_cache
7,5000,2,2,2,133.4436798095703,132.6912078857422,0.752471923828125,0.005638872738927603,2,one_step_cache
7,5000,2,2,3,133.4436798095703,132.78799438476562,0.6556854248046875,0.004913574084639549,2,one_step_cache
7,5000,2,2,4,133.4436798095703,135.06121826171875,1.6175384521484375,0.012121506966650486,2,one_step_cache
7,10000,2,2,0,133.4436798095703,134.2339630126953,0.790283203125,0.005922222975641489,2,one_step_cache
7,10000,2,2,1,133.4436798095703,132.72747802734375,0.7162017822265625,0.005367071367800236,2,one_step_cache
7,10000,2,2,2,133.4436798095703,132.8491973876953,0.594482421875,0.004454931244254112,2,one_step_cache
7,10000,2,2,3,133.4436798095703,133.2436981201172,0.199981689453125,0.001498622470535338,2,one_step_cache
7,10000,2,2,4,133.4436798095703,134.17239379882812,0.7287139892578125,0.00546083552762866,2,one_step_cache
8,50,2,2,0,69.43103790283203,76.4500503540039,7.019012451171875,0.10109329223632812,5,one_step_cache
8,50,2,2,1,69.43103790283203,75.65725708007812,6.226219177246094,0.08967486768960953,5,one_step_cache
8,50,2,2,2,69.43103790283203,64.7870864868164,4.643951416015625,0.0668858140707016,5,one_step_cache
8,50,2,2,3,69.43103790283203,77.17688751220703,7.745849609375,0.11156177520751953,5,one_step_cache
8,50,2,2,4,69.43103790283203,70.46258544921875,1.0315475463867188,0.014857152476906776,5,one_step_cache
8,100,2,2,0,69.43103790283203,68.23143005371094,1.1996078491210938,0.017277687788009644,5,one_step_cache
8,100,2,2,1,69.43103790283203,69.17500305175781,0.25603485107421875,0.0036876138765364885,5,one_step_cache
8,100,2,2,2,69.43103790283203,70.56111145019531,1.1300735473632812,0.016276201233267784,5,one_step_cache
8,100,2,2,3,69.43103790283203,69.01454162597656,0.41649627685546875,0.005998704582452774,5,one_step_cache
8,100,2,2,4,69.43103790283203,64.97852325439453,4.4525146484375,0.06412859261035919,5,one_step_cache
8,500,2,2,0,69.43103790283203,69.55818176269531,0.12714385986328125,0.0018312251195311546,5,one_step_cache
8,500,2,2,1,69.43103790283203,69.14344024658203,0.28759765625,0.004142205696552992,5,one_step_cache
8,500,2,2,2,69.43103790283203,69.28209686279297,0.1489410400390625,0.0021451651118695736,5,one_step_cache
8,500,2,2,3,69.43103790283203,70.1302719116211,0.6992340087890625,0.010070914402604103,5,one_step_cache
8,500,2,2,4,69.43103790283203,68.63601684570312,0.7950210571289062,0.011450514197349548,5,one_step_cache
8,1000,2,2,0,69.43103790283203,70.05897521972656,0.6279373168945312,0.009044043719768524,5,one_step_cache
8,1000,2,2,1,69.43103790283203,69.71807098388672,0.2870330810546875,0.004134074319154024,5,one_step_cache
8,1000,2,2,2,69.43103790283203,69.40477752685547,0.0262603759765625,0.0003782224375754595,5,one_step_cache
8,1000,2,2,3,69.43103790283203,69.68937683105469,0.25833892822265625,0.003720798995345831,5,one_step_cache
8,1000,2,2,4,69.43103790283203,68.67166900634766,0.759368896484375,0.010937023907899857,5,one_step_cache
